id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id,derived
2414,工况 缝内暂堵,持续时间,23分钟20秒,E0571,,worktype:红页L1HF:17:加砂中:缝内暂堵,,yes
2415,工况 缝口暂堵,开始时间,2024-01-12 16:03:40,E0580,,worktype:红页L1HF:17:加砂中:缝口暂堵,,yes
2416,工况 缝口暂堵,结束时间,2024-01-12 17:13:40,E0580,,worktype:红页L1HF:17:加砂中:缝口暂堵,,yes
2417,工况 缝口暂堵,持续时间,1小时10分钟,E0580,,worktype:红页L1HF:17:加砂中:缝口暂堵,,yes
2418,工况 延伸受阻,开始时间,2024-01-12 17:13:40,E0589,,worktype:红页L1HF:17:加砂中:延伸受阻,,yes
2419,工况 延伸受阻,开始时间,2024-01-12 17:22:10,E0606,,worktype:红页L1HF:17:加砂后:延伸受阻,,yes
2420,工况 缝内暂堵,开始时间,2024-01-13 17:04:20,E0639,,worktype:红页L1HF:18:加砂中:缝内暂堵,,yes
2421,工况 缝内暂堵,结束时间,2024-01-13 17:33:00,E0639,,worktype:红页L1HF:18:加砂中:缝内暂堵,,yes
2422,工况 缝内暂堵,持续时间,28分钟40秒,E0639,,worktype:红页L1HF:18:加砂中:缝内暂堵,,yes
2423,工况 缝口暂堵,开始时间,2024-01-13 17:33:00,E0648,,worktype:红页L1HF:18:加砂中:缝口暂堵,,yes
2424,工况 缝口暂堵,结束时间,2024-01-13 18:04:20,E0648,,worktype:红页L1HF:18:加砂中:缝口暂堵,,yes
2425,工况 缝口暂堵,持续时间,31分钟20秒,E0648,,worktype:红页L1HF:18:加砂中:缝口暂堵,,yes
2426,工况 主缝延伸,开始时间,2024-01-13 18:04:20,E0657,,worktype:红页L1HF:18:加砂中:主缝延伸,,yes
2427,工况 主缝延伸,开始时间,2024-01-13 18:22:00,E0674,,worktype:红页L1HF:18:加砂后:主缝延伸,,yes
2428,工况 缝内暂堵,开始时间,2024-01-14 08:44:40,E0707,,worktype:红页L1HF:19:加砂中:缝内暂堵,,yes
2429,工况 缝内暂堵,结束时间,2024-01-14 09:13:00,E0707,,worktype:红页L1HF:19:加砂中:缝内暂堵,,yes
2430,工况 缝内暂堵,持续时间,28分钟20秒,E0707,,worktype:红页L1HF:19:加砂中:缝内暂堵,,yes
2431,工况 缝口暂堵,开始时间,2024-01-14 09:13:00,E0716,,worktype:红页L1HF:19:加砂中:缝口暂堵,,yes
2432,工况 缝口暂堵,结束时间,2024-01-14 09:53:30,E0716,,worktype:红页L1HF:19:加砂中:缝口暂堵,,yes
2433,工况 缝口暂堵,持续时间,40分钟30秒,E0716,,worktype:红页L1HF:19:加砂中:缝口暂堵,,yes
2434,工况 主缝延伸,开始时间,2024-01-14 09:53:30,E0725,,worktype:红页L1HF:19:加砂中:主缝延伸,,yes
2435,工况 主缝延伸,开始时间,2024-01-14 10:01:00,E0742,,worktype:红页L1HF:19:加砂后:主缝延伸,,yes
2436,工况 缝高延伸,开始时间,2024-01-05 09:18:00,E0767,,worktype:红页L1HF:2:加砂前:缝高延伸,,yes
2437,工况 缝高延伸,开始时间,2024-01-05 09:25:00,E0784,,worktype:红页L1HF:2:加砂中:缝高延伸,,yes
2438,工况 缝高延伸,结束时间,2024-01-05 09:47:50,E0784,,worktype:红页L1HF:2:加砂中:缝高延伸,,yes
2439,工况 缝高延伸,持续时间,22分钟50秒,E0784,,worktype:红页L1HF:2:加砂中:缝高延伸,,yes
2440,工况 缝内暂堵,开始时间,2024-01-05 09:47:50,E0793,,worktype:红页L1HF:2:加砂中:缝内暂堵,,yes
2441,工况 缝内暂堵,结束时间,2024-01-05 10:14:30,E0793,,worktype:红页L1HF:2:加砂中:缝内暂堵,,yes
2442,工况 缝内暂堵,持续时间,26分钟40秒,E0793,,worktype:红页L1HF:2:加砂中:缝内暂堵,,yes
2443,工况 缝口暂堵,开始时间,2024-01-05 10:14:30,E0802,,worktype:红页L1HF:2:加砂中:缝口暂堵,,yes
2444,工况 缝口暂堵,结束时间,2024-01-05 10:33:10,E0802,,worktype:红页L1HF:2:加砂中:缝口暂堵,,yes
2445,工况 缝口暂堵,持续时间,18分钟40秒,E0802,,worktype:红页L1HF:2:加砂中:缝口暂堵,,yes
2446,工况 主缝延伸,开始时间,2024-01-05 10:33:10,E0811,,worktype:红页L1HF:2:加砂中:主缝延伸,,yes
2447,工况 主缝延伸,开始时间,2024-01-05 10:41:20,E0828,,worktype:红页L1HF:2:加砂后:主缝延伸,,yes
2448,工况 缝内暂堵,开始时间,2024-01-14 15:04:50,E0861,,worktype:红页L1HF:20:加砂中:缝内暂堵,,yes
2449,工况 缝内暂堵,结束时间,2024-01-14 15:34:30,E0861,,worktype:红页L1HF:20:加砂中:缝内暂堵,,yes
2450,工况 缝内暂堵,持续时间,29分钟40秒,E0861,,worktype:红页L1HF:20:加砂中:缝内暂堵,,yes
2451,工况 缝口暂堵,开始时间,2024-01-14 15:34:30,E0870,,worktype:红页L1HF:20:加砂中:缝口暂堵,,yes
2452,工况 缝口暂堵,结束时间,2024-01-14 16:12:00,E0870,,worktype:红页L1HF:20:加砂中:缝口暂堵,,yes
2453,工况 缝口暂堵,持续时间,37分钟30秒,E0870,,worktype:红页L1HF:20:加砂中:缝口暂堵,,yes
2454,工况 主缝延伸,开始时间,2024-01-14 16:12:00,E0879,,worktype:红页L1HF:20:加砂中:主缝延伸,,yes
2455,工况 主缝延伸,开始时间,2024-01-14 16:21:10,E0896,,worktype:红页L1HF:20:加砂后:主缝延伸,,yes
2456,工况 缝内暂堵,开始时间,2024-01-15 09:33:20,E0929,,worktype:红页L1HF:21:加砂中:缝内暂堵,,yes
2457,工况 缝内暂堵,结束时间,2024-01-15 10:03:40,E0929,,worktype:红页L1HF:21:加砂中:缝内暂堵,,yes
2458,工况 缝内暂堵,持续时间,30分钟20秒,E0929,,worktype:红页L1HF:21:加砂中:缝内暂堵,,yes
2459,工况 缝口暂堵,开始时间,2024-01-15 10:03:40,E0938,,worktype:红页L1HF:21:加砂中:缝口暂堵,,yes
2460,工况 缝口暂堵,结束时间,2024-01-15 10:32:40,E0938,,worktype:红页L1HF:21:加砂中:缝口暂堵,,yes
2461,工况 缝口暂堵,持续时间,29分钟,E0938,,worktype:红页L1HF:21:加砂中:缝口暂堵,,yes
2462,工况 主缝延伸,开始时间,2024-01-15 10:32:40,E0947,,worktype:红页L1HF:21:加砂中:主缝延伸,,yes
2463,工况 缝内暂堵,开始时间,2024-01-15 16:06:20,E0988,,worktype:红页L1HF:22:加砂中:缝内暂堵,,yes
2464,工况 缝内暂堵,结束时间,2024-01-15 16:30:20,E0988,,worktype:红页L1HF:22:加砂中:缝内暂堵,,yes
2465,工况 缝内暂堵,持续时间,24分钟,E0988,,worktype:红页L1HF:22:加砂中:缝内暂堵,,yes
2466,工况 缝口暂堵,开始时间,2024-01-15 16:30:20,E0997,,worktype:红页L1HF:22:加砂中:缝口暂堵,,yes
2467,工况 缝口暂堵,结束时间,2024-01-15 16:59:10,E0997,,worktype:红页L1HF:22:加砂中:缝口暂堵,,yes
2468,工况 缝口暂堵,持续时间,28分钟50秒,E0997,,worktype:红页L1HF:22:加砂中:缝口暂堵,,yes
2469,工况 主缝延伸,开始时间,2024-01-15 16:59:10,E1006,,worktype:红页L1HF:22:加砂中:主缝延伸,,yes
2470,工况 主缝延伸,开始时间,2024-01-15 17:13:50,E1023,,worktype:红页L1HF:22:加砂后:主缝延伸,,yes
2471,工况 缝内暂堵,开始时间,2024-01-16 09:24:50,E1056,,worktype:红页L1HF:23:加砂中:缝内暂堵,,yes
2472,工况 缝内暂堵,结束时间,2024-01-16 09:54:30,E1056,,worktype:红页L1HF:23:加砂中:缝内暂堵,,yes
2473,工况 缝内暂堵,持续时间,29分钟40秒,E1056,,worktype:红页L1HF:23:加砂中:缝内暂堵,,yes
2474,工况 缝口暂堵,开始时间,2024-01-16 09:54:30,E1065,,worktype:红页L1HF:23:加砂中:缝口暂堵,,yes
2475,工况 缝口暂堵,结束时间,2024-01-16 10:24:00,E1065,,worktype:红页L1HF:23:加砂中:缝口暂堵,,yes
2476,工况 缝口暂堵,持续时间,29分钟30秒,E1065,,worktype:红页L1HF:23:加砂中:缝口暂堵,,yes
2477,工况 主缝延伸,开始时间,2024-01-16 10:24:00,E1074,,worktype:红页L1HF:23:加砂中:主缝延伸,,yes
2478,工况 主缝延伸,开始时间,2024-01-16 10:44:30,E1091,,worktype:红页L1HF:23:加砂后:主缝延伸,,yes
2479,工况 缝内暂堵,开始时间,2024-01-16 16:02:00,E1124,,worktype:红页L1HF:24:加砂中:缝内暂堵,,yes
2480,工况 缝内暂堵,结束时间,2024-01-16 16:29:20,E1124,,worktype:红页L1HF:24:加砂中:缝内暂堵,,yes
2481,工况 缝内暂堵,持续时间,27分钟20秒,E1124,,worktype:红页L1HF:24:加砂中:缝内暂堵,,yes
2482,工况 缝口暂堵,开始时间,2024-01-16 16:29:20,E1133,,worktype:红页L1HF:24:加砂中:缝口暂堵,,yes
2483,工况 缝口暂堵,结束时间,2024-01-16 17:10:50,E1133,,worktype:红页L1HF:24:加砂中:缝口暂堵,,yes
2484,工况 缝口暂堵,持续时间,41分钟30秒,E1133,,worktype:红页L1HF:24:加砂中:缝口暂堵,,yes
2485,工况 主缝延伸,开始时间,2024-01-16 17:10:50,E1142,,worktype:红页L1HF:24:加砂中:主缝延伸,,yes
2486,工况 缝内暂堵,开始时间,2024-01-17 09:03:50,E1183,,worktype:红页L1HF:25:加砂中:缝内暂堵,,yes
2487,工况 缝内暂堵,结束时间,2024-01-17 09:19:30,E1183,,worktype:红页L1HF:25:加砂中:缝内暂堵,,yes
2488,工况 缝内暂堵,持续时间,15分钟40秒,E1183,,worktype:红页L1HF:25:加砂中:缝内暂堵,,yes
2489,工况 缝口暂堵,开始时间,2024-01-17 09:19:30,E1192,,worktype:红页L1HF:25:加砂中:缝口暂堵,,yes
2490,工况 缝口暂堵,结束时间,2024-01-17 10:22:00,E1192,,worktype:红页L1HF:25:加砂中:缝口暂堵,,yes
2491,工况 缝口暂堵,持续时间,1小时2分钟30秒,E1192,,worktype:红页L1HF:25:加砂中:缝口暂堵,,yes
2492,工况 主缝延伸,开始时间,2024-01-17 10:22:00,E1201,,worktype:红页L1HF:25:加砂中:主缝延伸,,yes
2493,工况 缝内暂堵,开始时间,2024-01-17 17:58:00,E1242,,worktype:红页L1HF:26:加砂中:缝内暂堵,,yes
2494,工况 缝内暂堵,结束时间,2024-01-17 18:11:40,E1242,,worktype:红页L1HF:26:加砂中:缝内暂堵,,yes
2495,工况 缝内暂堵,持续时间,13分钟40秒,E1242,,worktype:红页L1HF:26:加砂中:缝内暂堵,,yes
2496,工况 缝口暂堵,开始时间,2024-01-17 18:11:40,E1251,,worktype:红页L1HF:26:加砂中:缝口暂堵,,yes
2497,工况 缝口暂堵,结束时间,2024-01-17 19:11:40,E1251,,worktype:红页L1HF:26:加砂中:缝口暂堵,,yes
2498,工况 缝口暂堵,持续时间,1小时,E1251,,worktype:红页L1HF:26:加砂中:缝口暂堵,,yes
2499,工况 主缝延伸,开始时间,2024-01-17 19:11:40,E1260,,worktype:红页L1HF:26:加砂中:主缝延伸,,yes
2500,工况 缝内暂堵,开始时间,2024-01-18 09:31:50,E1301,,worktype:红页L1HF:27:加砂中:缝内暂堵,,yes
2501,工况 缝内暂堵,结束时间,2024-01-18 09:53:30,E1301,,worktype:红页L1HF:27:加砂中:缝内暂堵,,yes
2502,工况 缝内暂堵,持续时间,21分钟40秒,E1301,,worktype:红页L1HF:27:加砂中:缝内暂堵,,yes
2503,工况 缝口暂堵,开始时间,2024-01-18 09:53:30,E1310,,worktype:红页L1HF:27:加砂中:缝口暂堵,,yes
2504,工况 缝口暂堵,结束时间,2024-01-18 10:24:00,E1310,,worktype:红页L1HF:27:加砂中:缝口暂堵,,yes
2505,工况 缝口暂堵,持续时间,30分钟30秒,E1310,,worktype:红页L1HF:27:加砂中:缝口暂堵,,yes
2506,工况 主缝延伸,开始时间,2024-01-18 10:24:00,E1319,,worktype:红页L1HF:27:加砂中:主缝延伸,,yes
2507,工况 主缝延伸,开始时间,2024-01-18 10:42:40,E1336,,worktype:红页L1HF:27:加砂后:主缝延伸,,yes
2508,工况 其他,开始时间,2024-01-18 16:13:20,E1369,,worktype:红页L1HF:28:加砂中:其他,,yes
2509,工况 其他,结束时间,2024-01-18 16:24:00,E1369,,worktype:红页L1HF:28:加砂中:其他,,yes
2510,工况 其他,持续时间,10分钟40秒,E1369,,worktype:红页L1HF:28:加砂中:其他,,yes
2511,工况 主缝延伸,开始时间,2024-01-18 16:24:00,E1378,,worktype:红页L1HF:28:加砂中:主缝延伸,,yes
2512,工况 缝内暂堵,开始时间,2024-01-19 09:25:40,E1428,,worktype:红页L1HF:29:加砂中:缝内暂堵,,yes
2513,工况 缝内暂堵,结束时间,2024-01-19 09:54:40,E1428,,worktype:红页L1HF:29:加砂中:缝内暂堵,,yes
2514,工况 缝内暂堵,持续时间,29分钟,E1428,,worktype:红页L1HF:29:加砂中:缝内暂堵,,yes
2515,工况 缝口暂堵,开始时间,2024-01-19 09:54:40,E1419,,worktype:红页L1HF:29:加砂中:缝口暂堵,,yes
2516,工况 缝口暂堵,开始时间,2024-01-05 17:43:50,E1469,,worktype:红页L1HF:3:加砂中:缝口暂堵,,yes
2517,工况 缝口暂堵,结束时间,2024-01-05 18:13:40,E1469,,worktype:红页L1HF:3:加砂中:缝口暂堵,,yes
2518,工况 缝口暂堵,持续时间,29分钟50秒,E1469,,worktype:红页L1HF:3:加砂中:缝口暂堵,,yes
2519,工况 缝内暂堵,开始时间,2024-01-05 18:13:40,E1478,,worktype:红页L1HF:3:加砂中:缝内暂堵,,yes
2520,工况 缝内暂堵,结束时间,2024-01-05 18:25:00,E1478,,worktype:红页L1HF:3:加砂中:缝内暂堵,,yes
2521,工况 缝内暂堵,持续时间,11分钟20秒,E1478,,worktype:红页L1HF:3:加砂中:缝内暂堵,,yes
2522,工况 主缝延伸,开始时间,2024-01-05 18:25:00,E1487,,worktype:红页L1HF:3:加砂中:主缝延伸,,yes
2523,工况 缝内暂堵,开始时间,2024-01-19 15:59:50,E1528,,worktype:红页L1HF:30:加砂中:缝内暂堵,,yes
2524,工况 缝内暂堵,结束时间,2024-01-19 16:17:10,E1528,,worktype:红页L1HF:30:加砂中:缝内暂堵,,yes
2525,工况 缝内暂堵,持续时间,17分钟20秒,E1528,,worktype:红页L1HF:30:加砂中:缝内暂堵,,yes
2526,工况 缝口暂堵,开始时间,2024-01-19 16:17:10,E1537,,worktype:红页L1HF:30:加砂中:缝口暂堵,,yes
2527,工况 缝口暂堵,结束时间,2024-01-19 17:24:40,E1537,,worktype:红页L1HF:30:加砂中:缝口暂堵,,yes
2528,工况 缝口暂堵,持续时间,1小时7分钟30秒,E1537,,worktype:红页L1HF:30:加砂中:缝口暂堵,,yes
2529,工况 主缝延伸,开始时间,2024-01-19 17:24:40,E1546,,worktype:红页L1HF:30:加砂中:主缝延伸,,yes
2530,工况 主缝延伸,开始时间,2024-01-19 17:47:20,E1563,,worktype:红页L1HF:30:加砂后:主缝延伸,,yes
2531,工况 缝内暂堵,开始时间,2024-01-20 09:20:30,E1596,,worktype:红页L1HF:31:加砂中:缝内暂堵,,yes
2532,工况 缝内暂堵,结束时间,2024-01-20 09:43:40,E1596,,worktype:红页L1HF:31:加砂中:缝内暂堵,,yes
2533,工况 缝内暂堵,持续时间,23分钟10秒,E1596,,worktype:红页L1HF:31:加砂中:缝内暂堵,,yes
2534,工况 缝口暂堵,开始时间,2024-01-20 09:43:40,E1605,,worktype:红页L1HF:31:加砂中:缝口暂堵,,yes
2535,工况 缝口暂堵,结束时间,2024-01-20 10:12:40,E1605,,worktype:红页L1HF:31:加砂中:缝口暂堵,,yes
2536,工况 缝口暂堵,持续时间,29分钟,E1605,,worktype:红页L1HF:31:加砂中:缝口暂堵,,yes
2537,工况 主缝延伸,开始时间,2024-01-20 10:12:40,E1614,,worktype:红页L1HF:31:加砂中:主缝延伸,,yes
2538,工况 主缝延伸,开始时间,2024-01-20 10:29:50,E1631,,worktype:红页L1HF:31:加砂后:主缝延伸,,yes
2539,工况 缝内暂堵,开始时间,2024-01-20 15:19:30,E1664,,worktype:红页L1HF:32:加砂中:缝内暂堵,,yes
2540,工况 缝内暂堵,结束时间,2024-01-20 15:33:50,E1664,,worktype:红页L1HF:32:加砂中:缝内暂堵,,yes
2541,工况 缝内暂堵,持续时间,14分钟20秒,E1664,,worktype:红页L1HF:32:加砂中:缝内暂堵,,yes
2542,工况 缝口暂堵,开始时间,2024-01-20 15:33:50,E1673,,worktype:红页L1HF:32:加砂中:缝口暂堵,,yes
2543,工况 缝口暂堵,结束时间,2024-01-20 16:26:00,E1673,,worktype:红页L1HF:32:加砂中:缝口暂堵,,yes
2544,工况 缝口暂堵,持续时间,52分钟10秒,E1673,,worktype:红页L1HF:32:加砂中:缝口暂堵,,yes
2545,工况 主缝延伸,开始时间,2024-01-20 16:26:00,E1682,,worktype:红页L1HF:32:加砂中:主缝延伸,,yes
2546,工况 主缝延伸,开始时间,2024-01-20 16:37:00,E1699,,worktype:红页L1HF:32:加砂后:主缝延伸,,yes
2547,工况 缝内暂堵,开始时间,2024-01-21 08:45:50,E1732,,worktype:红页L1HF:33:加砂中:缝内暂堵,,yes
2548,工况 缝内暂堵,结束时间,2024-01-21 09:03:50,E1732,,worktype:红页L1HF:33:加砂中:缝内暂堵,,yes
2549,工况 缝内暂堵,持续时间,18分钟,E1732,,worktype:红页L1HF:33:加砂中:缝内暂堵,,yes
2550,工况 缝口暂堵,开始时间,2024-01-21 09:03:50,E1741,,worktype:红页L1HF:33:加砂中:缝口暂堵,,yes
2551,工况 缝内暂堵,开始时间,2024-01-21 15:08:40,E1782,,worktype:红页L1HF:34:加砂中:缝内暂堵,,yes
2552,工况 缝内暂堵,结束时间,2024-01-21 15:35:50,E1782,,worktype:红页L1HF:34:加砂中:缝内暂堵,,yes
2553,工况 缝内暂堵,持续时间,27分钟10秒,E1782,,worktype:红页L1HF:34:加砂中:缝内暂堵,,yes
2554,工况 缝口暂堵,开始时间,2024-01-21 15:35:50,E1791,,worktype:红页L1HF:34:加砂中:缝口暂堵,,yes
2555,工况 主缝延伸,开始时间,2024-01-06 08:38:30,E1832,,worktype:红页L1HF:4:加砂中:主缝延伸,,yes
2556,工况 主缝延伸,结束时间,2024-01-06 09:01:00,E1832,,worktype:红页L1HF:4:加砂中:主缝延伸,,yes
2557,工况 主缝延伸,持续时间,22分钟30秒,E1832,,worktype:红页L1HF:4:加砂中:主缝延伸,,yes
2558,工况 缝内暂堵,开始时间,2024-01-06 09:01:00,E1841,,worktype:红页L1HF:4:加砂中:缝内暂堵,,yes
2559,工况 缝内暂堵,结束时间,2024-01-06 09:17:40,E1841,,worktype:红页L1HF:4:加砂中:缝内暂堵,,yes
2560,工况 缝内暂堵,持续时间,16分钟40秒,E1841,,worktype:红页L1HF:4:加砂中:缝内暂堵,,yes
2561,工况 缝口暂堵,开始时间,2024-01-06 09:17:40,E1850,,worktype:红页L1HF:4:加砂中:缝口暂堵,,yes
2562,工况 缝内暂堵,开始时间,2024-01-06 16:57:30,E1891,,worktype:红页L1HF:5:加砂中:缝内暂堵,,yes
2563,工况 缝内暂堵,结束时间,2024-01-06 17:14:40,E1891,,worktype:红页L1HF:5:加砂中:缝内暂堵,,yes
2564,工况 缝内暂堵,持续时间,17分钟10秒,E1891,,worktype:红页L1HF:5:加砂中:缝内暂堵,,yes
2565,工况 缝口暂堵,开始时间,2024-01-06 17:14:40,E1900,,worktype:红页L1HF:5:加砂中:缝口暂堵,,yes
2566,工况 缝内暂堵,开始时间,2024-01-07 08:52:30,E1941,,worktype:红页L1HF:6:加砂中:缝内暂堵,,yes
2567,工况 缝内暂堵,结束时间,2024-01-07 09:14:30,E1941,,worktype:红页L1HF:6:加砂中:缝内暂堵,,yes
2568,工况 缝内暂堵,持续时间,22分钟,E1941,,worktype:红页L1HF:6:加砂中:缝内暂堵,,yes
2569,工况 缝口暂堵,开始时间,2024-01-07 09:14:30,E1950,,worktype:红页L1HF:6:加砂中:缝口暂堵,,yes
2570,工况 缝内暂堵,开始时间,2024-01-07 16:41:00,E1991,,worktype:红页L1HF:7:加砂中:缝内暂堵,,yes
2571,工况 缝内暂堵,结束时间,2024-01-07 16:59:10,E1991,,worktype:红页L1HF:7:加砂中:缝内暂堵,,yes
2572,工况 缝内暂堵,持续时间,18分钟10秒,E1991,,worktype:红页L1HF:7:加砂中:缝内暂堵,,yes
2573,工况 缝口暂堵,开始时间,2024-01-07 16:59:10,E2000,,worktype:红页L1HF:7:加砂中:缝口暂堵,,yes
2574,工况 缝内暂堵,开始时间,2024-01-08 09:06:50,E2041,,worktype:红页L1HF:8:加砂中:缝内暂堵,,yes
2575,工况 缝内暂堵,结束时间,2024-01-08 09:25:40,E2041,,worktype:红页L1HF:8:加砂中:缝内暂堵,,yes
2576,工况 缝内暂堵,持续时间,18分钟50秒,E2041,,worktype:红页L1HF:8:加砂中:缝内暂堵,,yes
2577,工况 缝口暂堵,开始时间,2024-01-08 09:25:40,E2050,,worktype:红页L1HF:8:加砂中:缝口暂堵,,yes
2578,工况 缝内暂堵,开始时间,2024-01-08 16:03:10,E2091,,worktype:红页L1HF:9:加砂中:缝内暂堵,,yes
2579,工况 缝内暂堵,结束时间,2024-01-08 16:20:20,E2091,,worktype:红页L1HF:9:加砂中:缝内暂堵,,yes
2580,工况 缝内暂堵,持续时间,17分钟10秒,E2091,,worktype:红页L1HF:9:加砂中:缝内暂堵,,yes
2581,工况 缝口暂堵,开始时间,2024-01-08 16:20:20,E2100,,worktype:红页L1HF:9:加砂中:缝口暂堵,,yes
